key,0,5
#,,Name
offset,4,0
int32,uint32,str
0,0,
1,0,
2,0,
3,0,
4,0,
5,0,
6,0,
7,0,
8,0,
9,0,
10,0,
11,0,
12,662,
13,663,
14,664,
15,665,
16,666,
17,667,
18,668,
19,669,
20,670,
21,671,
22,672,
23,673,
24,836,
25,837,
26,841,
27,842,
28,846,
29,847,
30,851,
31,852,
32,856,
33,857,
34,861,
35,862,
36,866,
37,867,
38,876,
39,0,
40,0,
41,0,
42,101,如何加入雙劍士行會
43,177,如何加入劍術士行會
44,178,如何加入格鬥士行會
45,179,如何加入斧術士行會
46,180,如何加入槍術士行會
47,181,如何加入弓術士行會
48,182,如何加入幻術士行會
49,183,如何加入咒術士行會
50,184,如何加入木工師行會
51,185,如何加入鍛造師行會
52,186,如何加入甲冑師行會
53,187,如何加入金工師行會
54,188,如何加入皮革師行會
55,189,如何加入裁縫師行會
56,190,如何加入鍊金術師行會
57,191,如何加入烹調師行會
58,192,如何加入採掘師行會
59,193,如何加入園藝師行會
60,0,
61,0,
62,0,
63,0,
64,0,
65,451,如何加入巴術士行會
66,0,
67,0,
68,0,
69,0,
70,0,
71,0,
72,0,
73,0,
74,0,
75,0,
76,0,
77,0,
78,0,
79,0,
80,0,
81,0,
82,0,
83,0,
84,0,
85,0,
86,0,
87,0,
88,0,
89,0,
90,0,
91,0,
92,0,
93,1134,如何加入漁師行會
94,0,
95,0,
96,0,
97,0,
98,0,
99,0,
100,0,
101,0,
102,0,
103,0,
104,0,
105,2943,詩在東方
106,0,
107,3662,在第一世界譜寫詩歌之人
108,3739,
109,3740,
110,3741,
111,3742,
112,3743,
113,3744,
114,3745,
115,3746,
116,3747,
117,3748,
118,3749,
119,3759,追憶昔日情景
120,3760,無名眾人廣場
121,3841,新巢居住區
122,3930,
123,3931,
124,3932,
125,3933,
126,3934,
127,3935,
128,3936,
129,3937,
130,3938,
131,3939,
132,3940,
133,3972,落羽商業區
134,4030,新幻卡對局錦標賽開賽！
135,4042,升歌文化區
136,4044,來自科諾古的資訊
137,4045,新的幫手
138,4046,格拉古的異變
139,4047,又一位幫手
140,4048,不正常的格拉古
141,4049,塵埃落定
142,4171,知識之都的詠詩之人
143,5004,在圖拉爾中心吟詩之人
144,0,
145,0,
146,0,
147,437,決鬥！九宮幻卡
148,488,驚喜！仙人微彩
149,489,圓夢！仙人仙彩
150,0,
151,0,
152,3019,演奏心中的旋律
153,2389,榮光與分隊同在（雙蛇黨）
154,2390,榮光與分隊同在（黑渦團）
155,2391,榮光與分隊同在（不滅隊）
156,0,
157,2106,挑戰神殿騎士團理符任務
158,2109,如何成為機工士
159,2110,暗黑騎士的傳言
160,2123,如何成為占星術師
161,0,
162,0,
163,0,
164,0,
165,0,
166,0,
167,0,
168,0,
169,0,
170,2107,蒼天下的風景
171,0,
172,2099,飽含祝福的護符
173,0,
174,2216,出發，雲海探索！
175,2334,重新調整人造聖靈
176,2920,紅蓮中的風景
177,2921,黃金港理符開放
178,2941,生意興隆
179,2612,冰炎之地，其名為湧火地帶
180,2613,決戰之地，其名為豐水地帶
181,2942,冰雪之地，其名為恆冰地帶
182,3088,回顧英雄詩篇
183,3602,水晶都理符開放
184,3603,誠信為本——莫雯卓越商會
185,3604,黑暗中的風景
186,0,
187,3605,想當天氣預報員？
188,3842,我的最佳傑作
189,4041,重新調整義軍武器
190,4170,舊薩雷安理符開放
191,4174,曉月下的風景
192,4175,羅薇娜商會擴大規模
193,0,
194,4784,
195,5003,圖萊尤拉理符開放
196,5006,黃金色的風景
197,5007,黃金色的風景與新的記錄
198,5008,新的交易——羅蒂娜商會
199,0,
200,0,
201,0,
202,1199,古代亞拉戈文明的遺產
203,4651,非常規任務
204,1176,追星
205,1177,烏爾達哈的明星
206,1178,母與子
207,1179,芙·拉敏的歌聲
208,1180,前往喪靈鐘
209,1182,埋沒聖堂的尋石之旅
210,1183,牽制帝國
211,1181,受襲的運輸隊
212,4644,冒險者們的無人島
213,1184,斯拉佛伯恩的煩惱
214,1561,斯拉佛伯恩的煩惱
215,1185,冒險者行會的委託
216,1562,冒險者行會的委託
217,1186,收拾砂之家的行李
218,1187,塔塔露的請求
219,1188,黑衣森林的覺醒者
220,1193,前往石之家
221,1345,拂曉的使命
222,196,追隨前人的背影
223,1348,安身之處
224,128,沙蚤的卵袋
225,1349,多瑪之民
226,1350,多瑪的孩子們
227,324,雜亂的訂單
228,1351,陸行鳥的臭味
229,464,開拓的阻礙
230,1353,新的開拓者
231,305,黑塵驛站的除蟻工作
232,1354,熱心的芙·拉敏和阿莉絲
233,306,備戰
234,1355,魚人族的圖謀
235,198,生命的均衡
236,125,森林面對的威脅
237,1357,產卵地事變
238,327,清除礙事的礦石
239,374,協助彎枝牧場
240,1444,手握武器的人們
241,1445,黑手的下場
242,398,一日信使
243,1449,風精靈領進攻戰
244,1450,賢人的去向
245,1451,揭穿秘密
246,1452,制裁之雷
247,1454,憧憬的英雄
248,404,開拓者的幸運
249,1455,加油塔塔露
250,331,其名為屈伊伯龍男爵
251,382,鎮壓死靈
252,159,熄滅妖火
253,79,隱蹤匿跡
254,335,盜賊的晚餐菜單
255,80,多瑪忍者
256,156,牧場主的心事
257,81,捉拿現場
258,367,穆恩布瑞達的秘策
259,675,挑戰沙斯塔夏之人
260,419,伊修加爾德保衛戰
261,3942,記錄「戰果記錄」
262,708,花蜜之路
263,717,輕快的問候
264,718,林中摯友
265,726,巴斯卡隆的規矩
266,733,永不忘懷
267,734,佳釀
268,740,浮出水面的犯人
269,752,幕後黑手
270,784,浮村怪事
271,785,席茲之亂
272,815,朗德內爾的妙計
273,816,第六槍隊隊長的指示
274,819,堅鋼龜的巨蛋
275,820,遺忘綠洲的約定俗成
276,839,美酒配佳餚
277,847,大兵小願
278,854,豪華晚宴
279,871,意外的特技
280,872,靜止的時間
281,881,太陽之水
282,877,獻上最後的祈禱
283,896,切磋技藝
284,917,天上飛過之物
285,925,繼續戰鬥之人
286,926,風雪白雲崖
287,937,技術進步
288,4027,海濱之約
289,954,壺中天地
290,968,最後的偏屬性水晶
291,971,救救魔石精
292,974,水晶爭奪戰
293,1003,另一類軍裝
294,1036,賢者行軍行動
295,1039,無名的戰友們
296,1042,東西監視塔
297,1043,士氣如火
298,1046,踏上希望的征程
299,1136,南方堡死戰
300,524,超越幻想，究極武器
301,4094,授予義軍勳章
302,1016,黃沙之光
303,2387,深淵地宮
304,3217,次優召喚士
305,2117,我心飛翔
306,85,冒險者入門
307,123,冒險者入門
308,124,冒險者入門
309,108,冒險者入門
310,109,冒險者入門
311,568,冒險者入門
312,569,冒險者入門
313,570,冒險者入門
314,28,前往烤餅練兵所
315,462,前往盛夏農莊
316,595,前往烏爾達哈調車庫
317,201,傭兵之道
318,445,追蹤可疑者
319,463,猛者的風度
320,543,海詞石窟的潛伏者
321,671,美味的慰勞品
322,550,大霸王樹下
323,465,海盜登陸
324,303,預約的禮品
325,3854,沙蚤的卵袋
326,466,倒賣的疑惑
327,175,尋找測量器材
328,3852,備戰
329,3855,森林面對的威脅
330,129,牢獄之影
331,467,芳香的陸上勇者
332,468,海盜往事
333,469,背叛的代價
334,307,礦石狂
335,320,成功的兩面
336,176,彎枝牧場的邀請
337,376,制裁侵略者！
338,397,前往天梯
339,623,前往地平關
340,328,寶石商人的憂鬱
341,503,奪回娜夏孔雀石！
342,377,蒼月茸的威脅
343,379,潛入牧場的黑影
344,380,傳閱傳令信
345,402,土地的希望
346,403,燈塔異狀
347,406,前往莫拉比造船廠
348,329,嗡嗡嗡的傢伙們
349,330,貧民區的聯隊長
350,381,調查飛行的魔物
351,412,杳無音訊的造船師
352,415,不見蹤影的造船師
353,3853,其名為屈伊伯龍男爵
354,332,世代相傳的護身刀
355,384,無聲的警鐘
356,387,取回遺留的貨物
357,413,警惕海盜的目光
358,333,前往足跡谷
359,334,下酒還得有魚肉
360,161,蕾亞的遺物
361,446,不安的預兆
362,447,大樹之蔭下蠢動的黑暗
363,448,祭典的準備
364,449,大御靈祭典
365,414,烈火中的勝利號
366,689,藍色的刺青
367,544,雨燕塔殖民地的黑暗
368,690,紳士淑女的嗜好
369,545,後桅塔晚餐會
370,336,銅刃之中的正義
371,628,落日下的銀胄團
372,551,至寶的暗影
373,641,籌備晚餐會
374,552,王宮的晚餐會
375,507,海都與沙都
376,546,森都與沙都
377,528,海都與森都
378,673,海都的工作
379,674,海都的工作
380,245,挑戰沙斯塔夏之人
381,676,森都的工作
382,677,在塔姆塔拉的深處
383,678,沙都的工作
384,660,消失在銅鈴中的夢
385,509,拂曉血盟
386,510,前往枯骨營地
387,618,背後的同謀
388,619,窮人的想法
389,620,救濟之光
390,621,同謀之影
391,622,空虛的財富
392,574,消失之人的下落
393,272,生命、魔晶石，萬物的答案
394,343,凶猛火神伊弗利特
395,511,英雄之卵
396,680,前行之路（雙蛇黨）
397,681,前行之路（黑渦團）
398,682,前行之路（不滅隊）
399,683,森林的意志給我指引
400,684,直至大海吞噬一切
401,685,為了財富為了國家
402,513,青葉的思考
403,3856,花蜜之路
404,709,另類的招呼
405,710,誘人的特產
406,715,初次接觸
407,3857,輕快的問候
408,3858,林中摯友
409,719,陌生人
410,724,克拉克希奧的決心
411,725,飄蕩的族長
412,3859,巴斯卡隆的規矩
413,3860,永不忘懷
414,3861,佳釀
415,737,成熟的友情
416,738,穿針引線
417,3862,浮出水面的犯人
418,514,千獄深處的響聲
419,743,巴斯卡隆的禮物
420,744,蠻神拉姆
421,746,從森林歸來
422,747,不祥的感覺
423,748,橋上的證言
424,756,佯動的狼煙
425,757,向小阿拉米格出發
426,761,外來者的奮鬥
427,762,故鄉之土重於金
428,763,阿拉米格解放軍
429,765,冷酷的森林聖靈
430,774,獸角製藥帶來的緣份
431,775,異邦的羈絆
432,776,再次光臨小阿拉米格
433,777,秘密企圖
434,778,威爾雷德的邀請
435,782,小阿拉米格的大麻煩
436,783,瞬間的返回
437,3863,浮村怪事
438,3864,席茲之亂
439,787,怨念之岩
440,786,眼中的災禍之光
441,799,推理的熱情
442,800,白百合的秘密
443,801,達爾坦庫爾家的悲劇
444,516,海都的仇敵
445,809,泰蛋討伐勇武傳
446,810,泰蛋討伐勇武後傳
447,811,憤怒的風車看守人
448,812,維斯凱特的考驗
449,814,艾奧傑亞的珍味
450,3865,堅鋼龜的巨蛋
451,821,烏氏的試煉
452,822,蟲肉很美味
453,831,回憶的土產酒
454,832,布雷福洛克斯的乳酪
455,3866,美酒配佳餚
456,840,夏馬尼·洛馬尼所追求的酒香
457,843,酒神傳說
458,845,密林中的男人
459,846,蟲音繞梁
460,848,友情之果
461,850,人的命運，酒的命運
462,855,永遠的海雄旅團
463,856,口哨隨風
464,857,憤怒土神泰坦
465,517,陰雲籠罩
466,3867,靜止的時間
467,876,寂靜的葬送
468,878,落葉歸根
469,518,遠方來客
470,883,尋找企業號
471,884,越過那座高山
472,886,冰雪大地
473,887,狄蘭達爾家的作風
474,889,回收遺失的貨物
475,890,艾因哈特家遇難
476,897,四大名門
477,910,洗清嫌疑
478,911,線索
479,912,異端審問
480,3868,天上飛過之物
481,924,冷淡的前哨
482,927,炊事前線
483,3869,技術進步
484,938,異端審問官的側面
485,939,埋藏在雪中的真相
486,940,雪夜的回憶
487,941,對抗巨龍的歷史
488,952,石衛塔霸主
489,953,暴風突破口
490,955,首席弟子
491,956,翻越火牆
492,959,真首席弟子
493,960,停滯的航船
494,961,幻影群島怪談
495,962,才、才不怕鬼！
496,963,波濤之間
497,967,瘋狂的歌聲
498,3870,最後的偏屬性水晶
499,975,企業號準備就緒！
500,519,暴虐風神迦樓羅
501,520,星星之火
502,978,反攻的佈局
503,980,帝國的動向
504,981,雪中的腳印
505,982,尋找畢格斯
506,983,重振旗鼓
507,984,兵聚中央堡
508,986,變裝潛入作戰
509,1001,帝國頻道阻塞干擾
510,1002,另一類軍禮
511,3871,另一類軍裝
512,1004,奪取魔導裝甲
513,1005,魔導兵器所見之夢
514,521,逃離中央堡
515,522,王狼的最後通牒
516,4521,賢者行軍行動
517,1037,通往決戰地點
518,3872,士氣如火
519,3873,南方堡死戰
520,4522,超越幻想，究極武器
521,1175,拂曉之所在
522,3874,追星
523,3875,母與子
524,3876,前往喪靈鐘
525,3877,黑衣森林的覺醒者
526,1189,善王駕到
527,1190,大逆不道
528,1191,邪惡的引路人
529,1192,白與黑
530,3878,前往石之家
531,3879,拂曉的使命
532,1346,水晶失竊事件
533,1347,異邦的來訪者
534,3880,安身之處
535,3881,多瑪的孩子們
536,1352,前往烏爾達哈
537,3882,新的開拓者
538,1356,兩位領袖
539,1358,逝於海中的生命
540,1359,超越之力與不滅之人
541,1360,利維坦討伐戰
542,1361,決戰利姆薩·羅敏薩
543,1362,海都的地下組織
544,1363,混沌的漩渦
545,1442,暴雨將至
546,1443,追查難民暴動的原因
547,3883,手握武器的人們
548,3884,黑手的下場
549,1446,前線計畫
550,1447,無盡的紛爭
551,1448,雷神拉姆
552,3885,制裁之雷
553,1453,神靈歸位、靈魂輪迴
554,1456,絕不倒下
555,1457,先鋒組織
556,1458,喧囂的街角
557,1459,風霜驟臨
558,1460,艾奧傑亞的守護者
559,52,春藤蔓延
560,53,第四分隊的危機
561,54,來自皇都的特使
562,57,生還者的證言
563,62,嚴寒中的合作
564,69,追蹤內鬼
565,74,剿滅特別行動隊
566,75,別有洞天
567,77,雪原追擊
568,78,交織的陰謀
569,3886,隱蹤匿跡
570,3887,捉拿現場
571,82,賢人穆恩布瑞達
572,84,冷若霜雪的冰神濕婆
573,86,銀白的女神殿騎士
574,87,雲開霧散
575,88,大鬥將的末路
576,89,寒冰的幻想
577,363,艾奧傑亞的支柱
578,364,黑市交易
579,365,收繳來的武器
580,366,前往密約之塔
581,3888,穆恩布瑞達的秘策
582,368,帝國軍迎擊作戰
583,369,迎戰尊嚴王
584,429,犧牲與誓言
585,370,伊達的決心
586,371,來自伊修加爾德的請求
587,372,邪龍狂嘯
588,373,投身戰場
589,391,召集義勇兵
590,418,交錯的思緒
591,4591,皇都伊修加爾德保衛戰
592,420,塔塔露的憂鬱
593,421,進擊的塔塔露
594,422,大家都愛塔塔露
595,423,臨時護衛
596,424,乙太學者的再次調查
597,425,慶功會為誰而開
598,426,廢棄月臺的偶遇
599,427,漫長的慶功會
600,428,希望的燈火
601,1580,前往伊修加爾德
602,1581,壯麗的皇都
603,1582,雲霧繚繞
604,1583,隼巢
605,1584,澤梅爾家的木匠
606,1585,征龍將軍的雕像
607,1586,無法傳達的心意
608,1587,搜索巡邏部隊！
609,1588,尋蹤再會
610,1589,敞開心扉
611,1590,雲上的騎兵團
612,1591,問題兒童應對法
613,1592,瓦努族鄰居
614,1593,瑪麗艾勒的憂鬱
615,1594,泉水之晶
616,1595,自雲中來
617,1596,問題兒童表揚法
618,1597,蒼天騎士
619,1598,教皇托爾丹七世
620,1599,烏爾達哈的現狀
621,1600,尋找勞班
